customerid,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,var_1,category
465812,Male,Yes,47,No,Artist,0,Average,5,0,0
465048,Male,Yes,63,Yes,Artist,1,Average,3,0,2
460025,Female,No,26,Yes,Healthcare,5,Low,2,1,3
466764,Male,Yes,65,Yes,Lawyer,11,High,2,1,2
462125,Male,Yes,22,No,Healthcare,1,Average,4,2,3
459551,Female,Yes,42,No,Engineer,4,Low,1,1,1
467152,Male,Yes,43,No,Artist,8,Low,1,1,0
466420,Male,No,27,Yes,Artist,5,Low,4,3,1
460051,Male,No,42,Yes,Artist,7,Low,1,1,0
463144,Male,Yes,45,Yes,Executive,1,High,3,1,2
465438,Male,No,33,Yes,Doctor,9,Low,6,0,3
460438,Male,Yes,58,No,Executive,0,High,4,3,1
459032,Male,No,21,No,Doctor,0,Low,3,1,0
461199,Female,No,85,Yes,Homemaker,4,Low,1,1,3
462061,Male,No,41,No,Doctor,1,Low,3,1,1
466119,Female,Yes,57,No,Engineer,0,Low,1,3,1
460952,Male,Yes,38,No,Doctor,0,Average,5,1,0
459024,Male,Yes,50,Yes,Artist,0,Average,5,1,2
464010,Male,No,33,No,Healthcare,1,Low,4,1,2
459189,Male,No,26,No,Healthcare,1,Low,6,1,2
466972,Male,Yes,25,Yes,Artist,12,Low,2,1,0
467072,Male,Yes,63,No,Executive,1,High,3,1,2
460437,Female,No,26,Yes,Artist,9,Low,1,1,0
463830,Female,No,30,Yes,Engineer,3,Low,3,1,3
463475,Female,Yes,36,Yes,Doctor,0,Low,1,1,1
462237,Female,No,22,No,Healthcare,1,Low,9,0,3
460184,Male,No,27,No,Doctor,9,Low,4,1,3
461287,Male,Yes,42,Yes,Executive,1,High,5,1,1
462039,Male,No,21,No,Healthcare,1,Low,2,5,3
467482,Male,Yes,38,Yes,Executive,0,High,3,1,2
459081,Male,Yes,63,Yes,Artist,0,Average,4,1,2
460711,Female,No,25,Yes,Engineer,8,Low,3,1,3
462984,Female,Yes,69,Yes,Artist,1,High,2,1,1
459447,Male,Yes,53,Yes,Artist,9,Low,1,1,1
466008,Male,Yes,36,Yes,Artist,1,Low,2,1,2
467567,Male,No,27,Yes,Healthcare,1,Low,5,1,3
462836,Male,No,19,No,Healthcare,1,Low,3,1,3
459580,Female,No,51,Yes,Lawyer,6,Low,1,1,1
460160,Male,No,43,Yes,Entertainment,5,Low,1,3,3
460808,Male,No,42,Yes,Artist,1,Low,1,1,1
467199,Male,No,37,Yes,Artist,7,Low,2,1,0
466939,Male,Yes,66,No,Lawyer,0,High,2,1,1
461796,Male,Yes,39,Yes,Artist,1,Average,2,4,0
464686,Female,No,21,No,Entertainment,5,Low,5,0,3
460843,Male,No,21,No,Healthcare,1,Low,4,1,3
460370,Female,Yes,28,Yes,Executive,8,High,2,1,2
465059,Male,Yes,56,Yes,Artist,0,Average,4,1,2
465925,Male,No,26,Yes,Healthcare,1,Low,1,1,3
464828,Male,No,18,No,Healthcare,8,Low,6,0,3
462230,Male,No,23,No,Healthcare,1,Low,8,0,3
466154,Female,Yes,45,Yes,Artist,1,Average,5,3,1
462197,Female,Yes,65,No,Engineer,1,Average,3,0,0
461692,Female,Yes,87,No,Artist,0,Low,1,1,0
462019,Female,Yes,56,Yes,Artist,5,Average,4,1,2
460763,Male,No,47,Yes,Artist,1,Low,2,1,1
465740,Female,No,68,Yes,Doctor,1,Low,1,1,0
460865,Male,No,18,No,Healthcare,1,Low,3,0,3
459991,Male,Yes,40,Yes,Artist,6,Low,1,1,0
463564,Female,Yes,41,Yes,Doctor,0,Low,1,1,1
463749,Male,No,23,No,Healthcare,1,Low,4,1,3
464037,Male,No,35,Yes,Artist,9,Low,1,1,1
459180,Male,Yes,66,Yes,Executive,1,High,2,1,2
460901,Male,No,22,No,Doctor,8,Low,3,1,3
465312,Male,No,23,No,Healthcare,0,Low,4,1,3
466585,Male,No,18,No,Marketing,1,Low,4,4,3
460444,Male,Yes,60,No,Artist,0,Low,1,1,1
462209,Female,Yes,40,No,Artist,0,Low,1,0,3
464132,Male,No,28,No,Entertainment,1,Low,2,1,3
467601,Male,Yes,42,No,Artist,6,Low,2,1,1
464458,Male,No,46,Yes,Artist,1,Low,2,1,1
466346,Female,No,23,No,Healthcare,9,Low,4,0,3
465471,Male,Yes,43,Yes,Artist,0,Low,1,1,1
460179,Female,No,20,No,Entertainment,0,Low,6,5,1
459801,Female,No,27,Yes,Engineer,4,Low,2,1,3
461719,Male,Yes,82,Yes,Lawyer,0,Low,1,1,3
460831,Male,No,21,No,Healthcare,0,Low,4,1,3
464974,Male,Yes,60,No,Artist,0,Average,2,0,1
465344,Female,Yes,71,Yes,Lawyer,0,High,2,1,2
460398,Female,No,39,Yes,Entertainment,7,Low,1,1,0
459725,Female,Yes,35,Yes,Artist,1,Low,2,1,1
466580,Male,No,19,No,Healthcare,1,Low,4,2,3
464207,Male,No,53,Yes,Artist,0,Low,1,1,0
461281,Male,No,23,No,Healthcare,4,Low,9,5,3
463360,Female,Yes,50,Yes,Artist,4,Low,1,1,1
461622,Male,Yes,35,Yes,Executive,4,High,4,1,2
462911,Male,Yes,32,Yes,Doctor,11,Average,2,1,0
463963,Female,Yes,33,No,Engineer,5,High,3,1,3
467297,Female,Yes,53,Yes,Artist,1,Average,3,1,2
461744,Male,Yes,47,Yes,Artist,0,Average,4,1,1
464696,Female,No,37,Yes,Engineer,0,Low,1,0,0
460929,Male,Yes,50,Yes,Artist,0,Average,4,1,2
462840,Female,No,23,No,Healthcare,9,Low,3,1,3
460251,Female,No,30,Yes,Entertainment,9,Low,1,1,3
465476,Female,No,28,No,Healthcare,3,Low,2,1,0
461534,Male,Yes,39,Yes,Artist,1,Low,1,1,1
465097,Male,Yes,81,No,Lawyer,1,High,2,1,0
464391,Female,Yes,65,No,Engineer,0,Average,2,1,1
460833,Male,Yes,30,Yes,Healthcare,0,Low,2,1,0
464425,Male,No,40,Yes,Artist,8,Low,1,1,1
462231,Male,No,28,Yes,Artist,4,Low,6,0,1
464688,Male,Yes,28,Yes,Doctor,0,Low,9,0,3
466141,Female,Yes,60,Yes,Homemaker,1,Low,4,1,2
464435,Male,Yes,48,Yes,Entertainment,1,Low,3,1,0
467824,Male,Yes,70,Yes,Lawyer,3,Low,1,1,3
459670,Female,Yes,39,Yes,Entertainment,7,Average,2,1,1
462515,Male,Yes,42,No,Doctor,5,Average,5,1,1
461604,Male,Yes,38,No,Entertainment,1,Average,2,1,1
462472,Male,No,35,Yes,Artist,0,Low,1,1,2
465149,Male,Yes,43,Yes,Entertainment,1,Average,3,1,1
459673,Female,Yes,83,Yes,Lawyer,1,Low,1,1,1
465507,Male,Yes,43,Yes,Artist,8,Low,1,1,1
467393,Female,Yes,46,Yes,Artist,0,Average,4,1,2
460713,Male,Yes,50,Yes,Doctor,0,Average,3,1,1
465366,Female,No,38,Yes,Artist,8,Low,1,1,1
465073,Male,Yes,69,No,Executive,1,High,2,1,2
464626,Female,Yes,38,Yes,Artist,1,Average,2,1,2
465450,Female,No,26,Yes,Healthcare,0,Low,3,1,3
461157,Male,No,37,No,Healthcare,0,Low,5,3,0
465032,Male,Yes,72,Yes,Executive,0,High,2,1,2
460965,Male,Yes,52,Yes,Artist,1,Average,4,1,1
466166,Male,Yes,85,Yes,Lawyer,1,High,2,0,0
460131,Female,No,29,Yes,Healthcare,6,Low,3,1,3
465577,Male,No,26,No,Healthcare,0,Low,4,3,2
463334,Female,No,33,Yes,Doctor,0,Low,6,0,2
462100,Female,No,40,Yes,Healthcare,0,Low,1,5,3
467734,Male,Yes,79,Yes,Lawyer,2,High,2,1,1
465932,Male,No,35,No,Artist,1,Low,1,2,0
460377,Female,Yes,68,Yes,Lawyer,0,Low,1,1,2
466288,Male,Yes,36,Yes,Artist,7,Average,5,5,1
459161,Male,Yes,51,Yes,Executive,3,High,5,1,2
466959,Male,Yes,25,Yes,Artist,8,Low,4,1,3
463747,Female,Yes,35,Yes,Artist,0,Average,2,1,2
460259,Male,No,21,No,Healthcare,1,Low,4,5,3
464494,Female,Yes,55,Yes,Artist,1,Average,4,3,2
466722,Male,Yes,35,No,Executive,1,High,3,1,2
460561,Female,No,39,No,Engineer,6,Low,1,3,2
461522,Male,Yes,83,No,Executive,1,High,2,1,3
459039,Male,Yes,45,Yes,Artist,1,Average,2,1,2
459452,Male,Yes,40,Yes,Artist,9,Low,2,1,2
461713,Female,No,27,Yes,Artist,1,Low,5,1,2
461567,Male,Yes,51,No,Entertainment,7,Average,3,1,2
461495,Male,Yes,35,Yes,Artist,1,Average,3,1,1
461781,Male,Yes,57,Yes,Artist,0,Low,2,1,2
462126,Male,Yes,20,No,Healthcare,1,Average,4,2,3
461247,Female,No,49,Yes,Artist,4,Low,1,1,0
461620,Male,No,52,Yes,Entertainment,1,Low,2,1,1
463286,Male,Yes,35,Yes,Artist,1,Average,3,1,2
466553,Male,Yes,39,Yes,Healthcare,1,Low,3,1,3
466239,Male,Yes,69,Yes,Executive,0,Low,2,0,1
462393,Female,No,26,Yes,Entertainment,6,Low,2,1,3
465502,Male,Yes,36,Yes,Artist,8,Low,4,0,3
459337,Female,Yes,25,Yes,Engineer,6,Average,2,1,0
466934,Female,Yes,60,Yes,Artist,0,Low,1,1,1
467965,Female,No,37,Yes,Healthcare,1,Low,2,1,0
465840,Female,No,42,No,Artist,0,Low,1,6,3
465689,Male,No,22,No,Healthcare,9,Low,4,3,3
462982,Male,Yes,41,No,Doctor,2,Average,4,1,0
464262,Male,Yes,75,No,Executive,0,Low,1,1,3
461687,Female,Yes,77,Yes,Artist,0,High,2,1,1
464499,Male,Yes,43,Yes,Executive,1,High,4,1,1
467778,Female,No,31,Yes,Healthcare,8,Low,4,1,2
466280,Male,No,33,No,Doctor,1,Low,2,3,1
463523,Male,Yes,60,Yes,Executive,1,High,4,1,1
462937,Female,Yes,61,Yes,Artist,1,Low,2,1,2
460649,Female,No,29,No,Homemaker,8,Low,1,0,3
460911,Male,No,25,Yes,Healthcare,1,Low,4,1,3
462269,Male,Yes,83,Yes,Artist,2,High,2,1,0
459279,Female,No,38,Yes,Artist,7,Low,1,1,2
461566,Male,No,28,Yes,Artist,0,Low,4,2,2
462324,Male,Yes,65,Yes,Entertainment,0,High,2,1,0
463253,Female,Yes,61,Yes,Doctor,0,Average,4,2,1
464667,Female,Yes,51,No,Engineer,4,Low,2,0,3
462606,Male,Yes,36,No,Executive,2,High,3,0,3
466961,Female,Yes,55,Yes,Artist,2,Average,2,1,2
459585,Female,Yes,46,Yes,Artist,0,Average,4,1,0
459304,Female,Yes,43,Yes,Artist,8,Average,2,1,1
462523,Male,Yes,57,No,Doctor,4,Low,3,0,1
464805,Male,Yes,35,No,Doctor,0,Low,1,0,0
465036,Male,Yes,65,Yes,Artist,0,Average,2,1,2
467953,Female,Yes,37,Yes,Artist,0,Low,3,1,0
464381,Male,Yes,35,Yes,Artist,4,Average,2,1,0
466115,Male,Yes,37,No,Executive,1,Low,2,1,0
467606,Male,Yes,38,Yes,Executive,0,Average,3,1,1
466340,Male,No,19,No,Healthcare,1,Low,3,0,3
459916,Male,No,36,Yes,Artist,0,Low,1,3,1
462341,Male,Yes,61,Yes,Artist,2,Average,2,1,2
467613,Male,Yes,53,No,Artist,1,Average,6,1,0
462706,Male,Yes,45,Yes,Artist,0,Low,1,1,2
466393,Female,Yes,42,No,Entertainment,1,Low,6,3,1
461296,Female,Yes,83,Yes,Lawyer,0,High,2,1,2
463987,Female,No,36,Yes,Artist,0,Low,1,1,1
463073,Male,Yes,42,Yes,Artist,1,Average,3,1,2
466539,Female,Yes,80,No,Lawyer,1,High,2,1,2
463311,Female,No,18,No,Healthcare,0,Low,5,3,3
461960,Male,Yes,57,Yes,Entertainment,0,Low,2,1,0
461848,Male,No,36,No,Marketing,0,Low,2,1,3
461963,Female,No,43,Yes,Artist,8,Low,1,1,0
465477,Male,No,31,No,Healthcare,1,Low,3,5,1
466472,Male,No,38,Yes,Doctor,4,Low,1,5,1
467727,Male,Yes,45,Yes,Artist,7,High,4,3,0
459341,Male,Yes,72,Yes,Lawyer,0,High,2,1,2
466486,Female,Yes,43,Yes,Doctor,9,Low,2,0,0
460284,Female,No,29,Yes,Entertainment,8,Low,2,1,0
463704,Male,No,45,Yes,Artist,1,Low,2,1,0
467061,Female,No,29,Yes,Homemaker,13,Low,1,1,0
464545,Male,No,43,Yes,Artist,7,Low,3,1,0
464239,Female,Yes,42,No,Artist,0,Average,3,1,0
464996,Male,Yes,47,No,Entertainment,9,Average,6,1,2
461339,Male,No,26,Yes,Healthcare,1,Low,3,1,1
461581,Female,Yes,60,Yes,Lawyer,1,High,3,1,2
460623,Male,Yes,41,Yes,Executive,5,Low,2,4,0
467407,Male,No,27,Yes,Artist,7,Low,3,1,3
460055,Female,No,46,Yes,Artist,8,Low,1,1,2
467032,Female,No,25,Yes,Artist,2,Low,2,1,0
467225,Female,No,22,No,Healthcare,1,Low,3,1,3
466509,Male,Yes,56,No,Executive,1,Average,3,1,1
463087,Female,Yes,35,Yes,Homemaker,9,Average,2,0,1
459535,Male,Yes,50,Yes,Artist,8,Average,2,1,2
463636,Male,No,33,No,Doctor,1,Low,6,0,0
466717,Female,Yes,69,No,Entertainment,1,Low,2,3,1
466731,Female,Yes,38,Yes,Engineer,4,Low,2,0,0
466201,Male,Yes,42,Yes,Doctor,1,Average,5,0,2
467729,Male,Yes,61,Yes,Entertainment,3,Average,6,1,1
460234,Female,No,20,No,Healthcare,4,Low,6,5,3
464342,Female,Yes,46,Yes,Engineer,1,Average,2,1,2
460915,Male,Yes,40,No,Entertainment,5,Low,4,3,3
466002,Male,Yes,51,Yes,Doctor,1,High,2,3,2
459641,Female,Yes,58,Yes,Artist,4,Average,5,1,2
463995,Female,No,33,Yes,Healthcare,1,Low,5,1,2
463903,Male,No,26,No,Entertainment,0,Low,2,1,0
466378,Male,Yes,58,No,Executive,4,High,3,1,2
459270,Male,Yes,65,Yes,Homemaker,0,High,2,1,0
461257,Male,Yes,41,Yes,Engineer,1,Average,2,0,2
461667,Male,Yes,42,Yes,Doctor,0,Average,2,1,2
465214,Male,Yes,25,No,Engineer,14,Low,1,1,3
461212,Female,No,30,No,Homemaker,10,Low,6,1,3
461697,Male,Yes,79,No,Lawyer,1,Low,1,1,3
459913,Female,Yes,51,No,Healthcare,0,High,3,0,3
461288,Male,No,26,Yes,Doctor,1,Low,4,1,2
465669,Female,Yes,37,No,Entertainment,2,Average,4,0,0
460934,Female,No,25,No,Doctor,0,Low,2,1,3
466785,Male,No,41,Yes,Marketing,0,Low,2,1,3
465034,Female,Yes,83,Yes,Executive,1,High,3,1,0
463947,Male,Yes,35,Yes,Entertainment,0,Average,3,1,2
465785,Male,No,21,No,Healthcare,3,Low,7,0,3
462856,Female,No,28,Yes,Engineer,0,Low,3,1,3
459898,Male,Yes,45,Yes,Artist,0,Average,2,1,2
463790,Male,Yes,51,No,Executive,0,Low,4,0,1
465487,Male,No,25,Yes,Entertainment,1,Low,3,1,0
465147,Male,No,29,Yes,Healthcare,2,Low,3,1,2
463405,Male,Yes,45,No,Marketing,1,Low,2,3,3
464771,Female,Yes,47,No,Engineer,8,Average,5,0,1
459152,Female,No,40,Yes,Artist,8,Low,2,1,1
464605,Female,Yes,65,Yes,Lawyer,1,Low,1,1,0
466481,Male,No,40,Yes,Artist,2,Low,1,3,1
462097,Male,Yes,42,Yes,Doctor,8,Average,2,5,1
460636,Male,Yes,45,Yes,Artist,2,Average,3,3,3
463174,Female,Yes,58,Yes,Engineer,1,Low,1,3,0
463239,Female,No,30,No,Doctor,1,Low,3,5,3
460081,Male,Yes,35,Yes,Artist,10,High,2,1,1
466891,Female,Yes,53,No,Homemaker,9,Low,1,1,0
463519,Female,Yes,58,Yes,Artist,0,Average,2,1,2
467632,Female,Yes,88,Yes,Artist,1,High,2,1,2
465339,Female,No,27,No,Marketing,0,Low,3,5,2
467611,Male,No,39,Yes,Artist,9,Low,1,1,0
465481,Female,No,28,No,Artist,1,Low,4,0,1
459095,Male,Yes,35,No,Entertainment,9,Low,3,4,0
464896,Male,Yes,76,No,Executive,1,High,2,0,0
460414,Female,No,33,Yes,Healthcare,0,Low,1,1,3
461420,Female,Yes,59,Yes,Doctor,5,Low,2,1,0
463375,Female,Yes,45,Yes,Doctor,0,Low,1,0,1
463796,Female,No,33,No,Engineer,1,Low,3,1,3
459236,Female,Yes,86,No,Lawyer,0,High,2,1,1
466576,Female,No,20,No,Healthcare,0,Low,4,1,3
462012,Female,No,25,No,Healthcare,0,Low,8,2,1
462533,Female,No,33,Yes,Entertainment,0,Low,3,1,0
460171,Female,Yes,62,Yes,Artist,0,High,2,1,2
466385,Female,Yes,55,Yes,Artist,4,Average,4,2,2
465418,Male,No,39,Yes,Artist,0,Low,1,4,0
464411,Male,No,30,Yes,Healthcare,3,Low,6,2,3
463254,Female,Yes,37,No,Executive,0,High,2,4,0
461456,Female,No,40,No,Marketing,0,Low,1,1,0
461557,Male,No,38,Yes,Artist,6,Low,4,5,0
462946,Male,Yes,52,No,Artist,1,Low,2,1,0
463616,Female,Yes,48,No,Engineer,1,Average,5,3,1
462593,Female,Yes,60,No,Engineer,1,Average,5,0,1
464693,Female,No,36,Yes,Engineer,9,Low,1,0,0
459618,Male,Yes,59,Yes,Doctor,0,Average,2,0,2
466494,Male,Yes,71,No,Entertainment,0,Average,3,1,0
462432,Male,Yes,37,Yes,Executive,1,Average,2,1,1
464268,Female,No,51,Yes,Artist,0,Low,1,1,0
461305,Male,No,22,No,Healthcare,1,Low,3,1,3
462006,Male,Yes,28,Yes,Artist,1,Average,2,1,1
463917,Female,No,22,No,Healthcare,1,Low,8,0,3
463979,Female,Yes,48,Yes,Homemaker,1,High,2,5,2
465780,Female,No,23,No,Healthcare,1,Low,4,1,3
464795,Female,No,31,No,Engineer,1,Low,8,0,0
467596,Male,Yes,37,No,Artist,1,Low,5,3,2
459250,Male,Yes,50,Yes,Doctor,1,Average,4,1,2
460468,Female,No,50,Yes,Executive,1,Low,1,1,0
466131,Female,No,43,Yes,Artist,1,Low,1,1,3
461311,Male,No,20,No,Marketing,0,Low,4,1,2
464067,Female,No,28,Yes,Entertainment,0,Low,4,5,1
462299,Female,No,33,No,Healthcare,7,Low,6,1,2
466165,Female,No,49,Yes,Artist,0,Low,1,5,1
460237,Female,No,40,Yes,Healthcare,9,Low,1,0,3
459087,Female,No,21,No,Doctor,0,Low,3,1,2
464971,Female,Yes,36,No,Engineer,1,Low,5,0,0
460472,Male,Yes,49,No,Doctor,1,Average,3,0,0
461145,Female,Yes,36,Yes,Entertainment,0,Low,2,3,0
465960,Female,No,32,Yes,Marketing,8,Low,1,1,3
462561,Female,Yes,48,Yes,Artist,4,Average,2,1,2
466015,Male,Yes,69,No,Entertainment,3,Low,8,1,0
463196,Female,Yes,67,Yes,Engineer,1,Low,1,1,0
463598,Female,Yes,32,No,Engineer,3,Low,2,1,2
461988,Male,Yes,36,No,Engineer,0,Average,2,1,1
461635,Male,Yes,43,Yes,Executive,6,High,3,1,2
464687,Male,Yes,36,Yes,Artist,9,Average,5,0,3
459685,Male,Yes,36,Yes,Artist,0,Average,2,2,2
466617,Female,No,23,No,Healthcare,4,Low,3,1,3
465973,Female,Yes,50,Yes,Artist,8,Average,2,1,1
459312,Male,No,22,No,Healthcare,1,Low,4,0,3
467863,Female,Yes,35,Yes,Doctor,0,Average,3,1,2
461659,Female,Yes,52,Yes,Artist,0,Average,2,1,2
466272,Female,Yes,68,Yes,Lawyer,0,Average,3,1,2
459292,Male,No,46,Yes,Artist,1,Low,2,1,2
463710,Male,No,49,Yes,Entertainment,0,Low,1,5,1
463856,Male,Yes,37,Yes,Artist,0,Average,2,0,2
467545,Male,Yes,53,Yes,Artist,9,Average,2,1,1
466027,Female,Yes,70,No,Engineer,7,Low,1,3,1
460409,Female,No,43,Yes,Artist,8,Low,4,1,3
465342,Male,Yes,83,Yes,Executive,0,High,2,1,0
460249,Female,No,25,Yes,Entertainment,9,Low,2,1,0
464231,Male,Yes,45,Yes,Artist,0,Average,4,1,2
461676,Female,No,29,Yes,Engineer,1,Low,1,1,0
467597,Female,Yes,65,Yes,Lawyer,0,Low,1,1,0
459256,Female,Yes,46,Yes,Artist,0,High,4,1,1
459962,Male,Yes,59,Yes,Artist,8,Low,1,1,1
463546,Female,No,30,Yes,Healthcare,0,Low,2,1,2
464197,Male,Yes,29,No,Healthcare,5,Low,2,1,3
465146,Male,Yes,58,Yes,Artist,9,Low,1,1,1
462412,Male,Yes,71,No,Artist,1,Low,5,1,2
464279,Male,Yes,53,No,Executive,1,Low,5,1,0
463381,Male,Yes,36,Yes,Doctor,8,Average,4,3,2
464230,Male,No,33,No,Engineer,0,Low,4,4,3
465394,Male,No,32,Yes,Engineer,0,Low,3,0,1
461105,Female,No,49,Yes,Entertainment,0,Low,1,3,3
464328,Male,Yes,84,No,Lawyer,1,High,2,1,1
462797,Male,Yes,30,Yes,Healthcare,0,Low,4,1,0
461008,Male,No,26,No,Healthcare,1,Low,4,3,0
461412,Female,Yes,41,Yes,Artist,5,High,3,6,1
462283,Male,No,25,No,Healthcare,4,Low,5,1,3
467683,Male,Yes,26,Yes,Healthcare,9,High,3,5,3
463727,Female,No,27,No,Doctor,0,Low,5,3,0
459497,Female,Yes,80,Yes,Lawyer,0,Low,1,1,2
464407,Female,Yes,50,Yes,Healthcare,1,Low,3,1,3
465116,Female,Yes,66,Yes,Artist,0,Low,2,1,2
462957,Male,Yes,58,No,Executive,1,High,5,1,1
465292,Female,No,42,Yes,Doctor,0,Low,3,1,1
464359,Female,No,37,Yes,Artist,0,Low,3,1,1
461838,Male,Yes,49,Yes,Artist,0,Low,1,1,2
464624,Male,No,39,Yes,Entertainment,3,Low,2,4,0
466705,Male,Yes,69,No,Lawyer,0,Low,3,1,2
459849,Female,Yes,50,Yes,Artist,1,High,5,1,2
463273,Male,Yes,37,Yes,Entertainment,8,Average,2,3,1
461551,Male,Yes,61,No,Entertainment,1,Low,2,1,0
464129,Male,Yes,52,Yes,Executive,1,High,4,4,2
464031,Female,No,23,No,Healthcare,1,Low,4,1,3
460791,Female,No,27,Yes,Engineer,9,Low,7,3,2
464348,Male,No,43,Yes,Artist,1,Low,2,1,0
460904,Female,No,35,No,Entertainment,1,Low,1,1,1
466484,Female,Yes,52,No,Executive,1,Low,1,3,0
461674,Male,Yes,48,Yes,Executive,0,High,4,1,2
464297,Male,No,26,No,Artist,8,Low,5,6,0
462322,Female,No,49,Yes,Artist,1,Low,2,5,2
459974,Male,No,37,Yes,Entertainment,0,Low,1,1,0
461003,Male,No,30,No,Executive,13,Low,4,3,3
464939,Male,No,43,No,Entertainment,0,Low,1,0,3
461905,Female,No,42,Yes,Artist,0,Low,3,1,2
466952,Male,Yes,60,Yes,Artist,0,Average,2,1,2
460484,Female,No,23,No,Healthcare,4,Low,7,3,3
462346,Male,Yes,81,Yes,Lawyer,9,Low,1,1,1
465441,Female,Yes,45,Yes,Engineer,2,Low,1,0,0
461689,Male,No,33,Yes,Artist,1,Low,2,1,2
464846,Male,No,25,No,Entertainment,8,Low,2,0,3
462254,Male,Yes,38,No,Executive,1,Average,5,5,1
462708,Male,Yes,25,Yes,Executive,8,High,2,1,0
467806,Male,Yes,62,Yes,Artist,1,High,2,1,1
461173,Male,Yes,45,Yes,Artist,1,Low,4,3,1
465912,Female,No,63,Yes,Artist,1,Low,2,1,1
461341,Female,Yes,39,Yes,Artist,0,High,2,1,0
465135,Female,No,25,No,Engineer,1,Low,1,1,1
461654,Female,No,67,Yes,Artist,0,Low,1,2,1
459147,Male,Yes,81,Yes,Entertainment,1,Low,1,1,3
464611,Male,No,31,Yes,Artist,1,Low,4,2,2
460356,Male,No,22,No,Healthcare,1,Low,4,1,3
461591,Female,No,33,No,Engineer,1,Low,2,0,1
466505,Female,Yes,42,No,Artist,8,High,5,1,1
464717,Male,Yes,25,No,Executive,4,High,8,0,3
464620,Female,Yes,41,Yes,Artist,1,High,2,1,1
462333,Female,Yes,40,Yes,Artist,1,Low,1,1,3
463910,Female,Yes,50,Yes,Artist,0,Average,2,1,2
459262,Female,No,31,No,Entertainment,9,Low,4,1,2
467808,Female,Yes,63,Yes,Artist,0,Average,2,1,2
460992,Male,Yes,57,No,Executive,0,High,4,1,0
459950,Female,No,40,Yes,Artist,0,Low,1,1,0
467461,Female,Yes,45,Yes,Artist,8,High,3,1,1
464177,Male,No,25,Yes,Healthcare,1,Low,3,1,3
463918,Female,No,22,No,Healthcare,0,Low,4,0,3
464326,Female,No,38,Yes,Artist,1,Low,3,1,0
465612,Male,Yes,37,Yes,Artist,9,Average,2,1,2
463872,Male,Yes,78,No,Lawyer,1,High,2,5,0
466883,Female,Yes,37,Yes,Artist,2,Average,2,1,1
467477,Male,Yes,43,Yes,Healthcare,5,Average,2,1,3
461307,Male,No,23,No,Healthcare,1,Low,4,1,3
463509,Male,No,43,No,Artist,0,Low,1,3,3
461470,Male,Yes,43,Yes,Artist,2,Average,2,1,2
466138,Male,Yes,71,No,Lawyer,3,High,2,1,3
460034,Female,Yes,38,Yes,Artist,8,Low,1,1,3
465088,Male,Yes,48,Yes,Executive,9,High,4,1,1
462375,Male,Yes,53,Yes,Artist,1,Average,3,1,2
466337,Female,Yes,41,No,Engineer,0,Low,2,0,0
465924,Female,No,28,Yes,Marketing,0,Low,2,1,3
465788,Male,No,22,No,Healthcare,1,Low,6,0,3
463934,Female,Yes,43,Yes,Artist,3,Average,2,1,2
466728,Male,Yes,28,No,Doctor,0,Average,2,1,0
461737,Female,Yes,48,Yes,Doctor,1,Average,6,0,1
460972,Male,Yes,42,Yes,Artist,14,Low,2,1,0
461210,Female,No,38,Yes,Healthcare,0,Low,4,1,0
463111,Female,No,42,Yes,Engineer,6,Low,3,1,3
465513,Male,No,43,Yes,Entertainment,1,Low,2,1,1
461732,Female,Yes,46,Yes,Artist,1,Average,2,5,2
459647,Female,No,43,Yes,Engineer,1,Low,2,1,1
460257,Female,No,28,Yes,Healthcare,1,Low,6,1,3
464437,Female,Yes,48,Yes,Engineer,0,Average,4,1,1
461544,Male,Yes,82,No,Lawyer,1,High,2,1,0
462749,Male,Yes,49,Yes,Artist,1,Low,2,1,2
461472,Female,Yes,41,Yes,Artist,0,Average,2,1,2
467659,Male,Yes,66,Yes,Entertainment,0,Average,2,1,1
466859,Male,No,22,No,Healthcare,0,Low,5,5,3
460101,Female,No,31,Yes,Healthcare,9,Low,3,3,3
461885,Female,Yes,49,Yes,Artist,3,High,5,1,2
460982,Male,Yes,77,No,Lawyer,1,High,2,1,0
460503,Male,No,41,Yes,Entertainment,0,Low,2,3,1
460814,Male,Yes,78,No,Entertainment,0,Low,1,1,3
459981,Male,No,41,Yes,Artist,7,Low,1,1,0
463776,Female,Yes,39,Yes,Artist,3,Average,2,1,2
467746,Male,Yes,50,Yes,Executive,0,High,3,1,1
460151,Male,Yes,35,Yes,Artist,3,Average,2,1,2
467145,Female,Yes,52,Yes,Doctor,1,Average,3,1,1
461101,Female,Yes,50,Yes,Engineer,4,Average,4,3,0
461424,Male,Yes,63,No,Healthcare,0,Average,4,0,1
464237,Female,Yes,47,Yes,Artist,0,Low,3,1,1
459995,Female,No,38,No,Artist,4,Low,2,1,0
465896,Male,No,32,No,Doctor,2,Low,2,1,3
463639,Male,No,31,No,Healthcare,0,Low,6,1,3
463292,Male,Yes,36,No,Executive,1,High,3,1,1
462484,Male,Yes,67,Yes,Artist,0,Low,1,1,3
465198,Male,Yes,53,Yes,Entertainment,8,Average,4,1,2
467820,Male,Yes,51,Yes,Artist,0,Low,1,3,1
465817,Male,Yes,56,No,Executive,0,Low,2,0,0
464244,Male,Yes,72,Yes,Executive,1,High,4,1,1
